,,,,,Country/State ->,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Republic of the Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,North Korea,South Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,St. Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Virgin Islands (U.S.),West Bank and Gaza,Yemen,Zambia,Zimbabwe,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia (US),Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,
Water Pollution,Pesticides,Freshwaster,Health,Water Pollution_Pesticides_Freshwaster_Health,$/kg,13.66,0.49,11.22,0.25,1.96,3.29,2.43,0.47,0.44,2.43,0.22,0.81,1.83,2.43,13.00,17.36,2.43,3.81,9.68,0.43,4.40,0.18,1.01,0.19,4.34,0.36,0.73,2.43,5.30,2.15,10.30,0.16,2.86,2.02,2.40,0.16,2.43,0.99,1.11,1.96,0.25,6.66,0.46,2.86,0.24,1.62,1.66,3.17,1.74,6.97,2.43,2.10,2.02,2.31,5.13,2.43,6.75,0.85,3.55,4.62,3.36,9.13,0.49,2.86,6.13,2.10,0.25,0.41,2.60,0.25,0.27,2.86,3.55,2.69,1.59,1.96,1.69,0.06,2.43,5.30,2.83,3.93,0.47,0.20,19.58,3.74,5.30,3.84,0.22,7.64,0.66,3.71,4.61,1.00,1.96,2.67,1.01,2.43,3.89,33.94,0.48,1.11,5.30,21.32,12.95,2.10,13.00,2.23,1.17,0.67,13.00,10.86,0.50,3.19,1.96,0.90,1.96,5.30,2.32,0.14,1.90,9.87,1.52,13.00,5.30,3.63,2.86,1.61,5.30,2.26,1.96,0.09,2.10,21.62,0.24,1.99,0.77,5.30,5.63,1.43,0.25,0.13,0.42,6.47,9.90,0.23,5.30,0.34,5.82,12.70,5.30,0.32,0.50,0.59,0.30,2.29,2.09,2.66,2.43,13.00,1.36,0.06,0.62,0.25,1.96,2.86,8.54,4.07,3.53,2.86,6.05,5.30,2.43,4.06,2.14,0.39,1.51,5.93,2.86,2.19,11.11,2.43,2.43,2.43,2.43,0.73,0.16,0.33,0.62,11.78,5.30,6.24,0.17,7.16,5.30,2.95,0.25,2.43,1.65,1.21,2.55,2.43,0.25,0.89,2.04,36.52,2.98,0.32,0.44,2.51,0.25,2.43,11.63,2.43,13.00,41.10,0.22,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Pesticides,Seawater,Health,Water Pollution_Pesticides_Seawater_Health,$/kg,0.21,0.09,0.15,0.04,0.14,0.10,0.08,0.10,0.16,0.08,0.04,0.19,0.10,0.08,0.17,0.98,0.08,0.12,0.25,0.05,0.14,0.08,0.07,0.07,0.14,0.10,0.09,0.08,0.16,0.12,0.24,0.37,0.16,0.12,0.15,0.06,0.08,0.07,0.11,0.14,0.07,0.68,0.07,0.16,0.19,0.10,0.06,0.16,0.07,0.07,0.08,0.14,0.19,0.09,0.07,0.08,0.10,0.07,0.28,0.12,0.07,0.07,0.07,0.16,0.29,0.14,0.04,0.08,0.17,0.04,0.04,0.16,0.09,0.24,0.19,0.14,0.09,0.04,0.08,0.16,0.12,0.15,0.07,0.05,0.08,0.08,0.16,0.19,0.05,0.96,0.05,0.23,0.34,0.07,0.14,0.14,0.12,0.08,0.08,0.18,0.08,0.18,0.16,0.12,0.30,0.14,0.17,0.14,0.11,0.08,0.17,0.10,0.06,0.07,0.14,0.11,0.14,0.16,0.07,0.23,0.12,0.62,0.10,0.17,0.16,0.07,0.16,0.18,0.16,0.11,0.14,0.06,0.14,0.17,0.09,0.15,0.06,0.16,0.42,0.18,0.04,0.04,0.06,0.17,0.58,0.15,0.16,0.05,0.08,1.53,0.16,0.04,0.03,0.08,0.09,0.04,0.21,0.11,0.08,0.17,0.20,0.07,0.59,0.04,0.14,0.16,0.30,0.15,0.13,0.16,0.10,0.16,0.08,0.17,0.15,0.02,0.09,0.16,0.16,0.16,0.16,0.08,0.08,0.08,0.08,0.11,0.04,0.08,0.27,0.17,0.16,0.18,0.15,0.19,0.16,0.19,0.04,0.08,0.14,0.19,0.09,0.08,0.04,0.22,0.13,0.12,0.09,0.14,0.07,0.30,0.04,0.08,0.23,0.08,0.17,0.14,0.09,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Pesticides,Unspecified,Health,Water Pollution_Pesticides_Unspecified_Health,$/kg,13.66,0.43,9.21,0.04,1.96,2.35,0.08,0.43,0.44,0.08,0.15,0.81,1.43,0.08,0.17,16.42,0.08,3.81,9.44,0.34,3.90,0.08,1.01,0.19,4.31,0.36,0.64,0.08,0.83,2.03,10.30,0.16,0.71,1.98,2.18,0.15,0.08,0.99,1.11,1.65,0.23,6.35,0.44,0.16,0.24,1.50,1.50,2.99,1.39,4.58,1.59,1.11,2.02,1.08,2.37,0.08,4.05,0.71,3.30,4.19,2.43,8.68,0.34,2.86,6.11,0.14,0.11,0.35,2.38,0.05,0.22,1.74,3.39,2.62,1.35,0.14,0.91,0.04,0.08,0.16,2.77,3.35,0.30,0.11,7.94,3.45,0.16,3.84,0.15,7.37,0.52,3.61,4.60,0.62,0.24,1.74,0.83,1.30,2.73,33.78,0.47,1.07,0.16,18.20,10.81,2.01,6.36,2.23,1.17,0.58,4.98,10.86,0.35,2.74,1.96,0.86,1.96,0.16,2.05,0.14,1.37,0.62,1.52,0.17,0.16,2.54,0.97,1.51,0.16,2.26,0.14,0.09,1.79,15.55,0.22,1.89,0.73,0.16,5.61,1.32,0.09,0.07,0.40,6.47,9.69,0.23,0.16,0.22,4.33,12.28,0.16,0.17,0.41,0.59,0.24,1.21,2.03,1.70,1.01,6.28,1.35,0.06,0.62,0.05,1.96,0.40,7.54,3.14,3.53,0.16,4.73,0.16,1.59,4.06,2.07,0.05,1.27,5.23,2.86,1.58,7.62,0.08,0.08,1.59,0.08,0.72,0.11,0.26,0.62,11.30,3.69,6.24,0.17,6.46,2.57,2.50,0.04,0.83,1.21,0.99,2.53,0.08,0.25,0.89,1.94,30.45,2.38,0.30,0.28,2.51,0.04,2.03,10.37,0.08,9.26,38.45,0.22,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Antimony,Freshwaster,Health,Water Pollution_Antimony_Freshwaster_Health,$/kg,82.49,73.41,27.74,6.35,88.32,23.06,52.09,16.73,101.18,52.09,2.65,50.98,136.66,52.09,125.07,588.53,52.09,46.76,283.14,8.54,104.21,7.34,9.84,9.20,51.95,5.89,15.13,52.09,117.09,32.45,79.90,340.74,70.54,57.12,37.43,3.18,52.09,8.12,22.83,88.32,12.96,212.55,17.07,70.54,29.51,14.79,40.78,57.95,28.78,86.66,52.09,57.25,78.62,87.67,67.12,52.09,151.09,28.65,223.54,205.88,38.06,37.68,18.89,70.54,97.08,57.25,6.35,14.15,72.24,6.35,6.94,70.54,43.10,153.07,114.39,88.32,48.68,0.83,52.09,117.09,58.35,33.58,27.56,2.35,311.90,46.80,117.09,66.45,2.70,360.90,63.37,77.39,135.14,31.90,88.32,525.71,112.85,52.09,168.12,203.38,10.56,101.95,117.09,204.43,235.28,57.25,125.07,42.84,22.40,16.39,125.07,68.61,19.68,5.71,88.32,24.73,88.32,117.09,35.29,116.39,43.76,259.78,34.06,125.07,117.09,7.74,70.54,57.77,117.09,81.89,88.32,3.19,57.25,111.56,33.56,44.88,4.11,117.09,134.45,242.19,6.35,6.46,22.16,31.92,180.58,73.36,117.09,11.65,17.13,420.45,117.09,12.21,9.82,14.04,17.02,236.54,78.67,55.29,52.09,125.07,41.76,6.84,392.99,6.35,88.32,70.54,14.83,115.55,63.40,70.54,64.28,117.09,52.09,53.69,42.35,9.93,37.35,50.92,70.54,55.02,221.82,52.09,52.09,52.09,52.09,23.93,2.96,14.24,94.66,176.40,117.09,75.31,65.79,119.82,117.09,122.21,6.35,52.09,105.13,114.28,18.73,52.09,6.35,164.44,71.99,89.03,131.35,18.01,7.75,116.42,6.35,52.09,218.03,52.09,125.07,96.19,27.19,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Antimony,Seawater,Health,Water Pollution_Antimony_Seawater_Health,$/kg,1.73,1.76,1.90,1.76,2.21,1.93,1.84,1.86,1.78,1.84,1.78,3.06,1.74,1.84,1.93,2.42,1.84,1.81,3.20,1.75,2.33,1.86,1.70,1.96,1.83,2.75,1.87,1.84,2.30,1.80,2.22,2.10,2.11,1.82,2.31,1.80,1.84,1.70,1.85,2.21,1.83,3.33,1.80,2.11,2.99,2.61,1.77,2.41,1.75,1.79,1.84,1.98,3.18,1.87,1.76,1.84,1.91,1.82,1.99,1.80,2.07,1.74,1.77,2.11,1.70,1.98,1.76,1.92,2.19,1.76,1.90,2.11,1.77,2.16,3.02,2.21,1.83,1.77,1.84,2.30,1.78,2.68,1.77,1.89,1.76,1.80,2.30,2.01,1.75,1.87,1.83,1.80,1.83,1.80,2.21,2.48,1.92,1.84,2.14,2.31,1.75,1.78,2.30,1.96,4.02,1.98,1.93,1.90,2.03,1.80,1.93,1.73,1.78,1.77,2.21,2.29,2.21,2.30,1.78,1.79,2.86,1.94,1.72,1.93,2.30,1.87,2.11,1.88,2.30,1.85,2.21,1.73,1.98,1.92,1.76,2.24,1.77,2.30,1.73,2.37,1.76,1.76,1.76,1.97,2.64,2.85,2.30,1.83,1.76,1.89,2.30,1.78,1.78,1.86,2.21,1.87,2.59,2.18,1.84,1.93,1.82,1.86,1.82,1.76,2.21,2.11,1.85,2.94,1.83,2.11,2.01,2.30,1.84,2.89,2.02,1.75,1.75,1.95,2.11,2.18,2.20,1.84,1.84,1.84,1.84,1.74,1.79,1.85,3.24,1.82,2.30,1.82,1.82,2.41,2.30,3.97,1.76,1.84,1.86,1.81,1.74,1.84,1.76,1.72,1.87,2.06,1.89,2.00,1.79,1.73,1.76,1.84,2.12,1.84,1.93,1.91,1.79,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Antimony,Unspecified,Health,Water Pollution_Antimony_Unspecified_Health,$/kg,82.49,63.54,23.06,1.76,88.32,16.80,1.84,15.27,101.18,1.84,2.33,50.98,105.70,1.91,1.93,555.03,1.84,46.76,276.04,6.96,92.21,1.86,9.84,9.20,51.69,5.89,13.24,1.84,17.09,30.59,79.90,340.74,16.17,55.87,34.06,3.03,1.84,8.12,22.83,76.16,11.78,201.65,16.20,2.11,29.44,13.76,36.89,54.64,23.11,57.23,36.96,29.45,78.62,40.20,31.47,1.84,90.48,23.80,206.38,186.40,27.81,35.93,12.79,70.54,96.85,2.07,3.32,11.77,65.82,2.00,5.89,42.25,41.13,148.43,95.17,2.21,25.80,1.74,1.84,2.30,57.17,28.79,16.79,2.07,126.76,43.20,2.30,66.45,2.31,346.09,48.79,75.15,134.78,19.50,7.04,333.39,90.58,27.81,117.67,202.46,10.42,97.88,2.30,174.63,196.22,53.25,61.35,42.84,22.40,14.25,48.04,68.61,13.44,5.14,88.32,23.56,88.32,2.30,31.31,116.39,31.66,1.94,34.06,1.93,2.30,5.95,22.54,53.84,2.30,81.89,2.21,3.19,48.34,80.53,29.39,42.58,3.99,2.30,133.93,221.31,2.90,3.37,20.90,31.92,176.54,73.36,2.30,7.47,13.15,404.86,2.30,6.62,8.28,14.04,13.40,123.50,76.13,35.30,21.76,60.56,41.32,6.67,392.99,2.05,88.32,8.13,13.25,88.81,63.40,2.11,50.55,2.30,36.96,53.69,41.05,2.38,31.23,44.96,70.54,39.04,151.87,1.84,1.84,36.96,1.84,23.53,2.50,10.94,94.66,169.25,81.19,75.31,57.71,108.03,56.06,103.01,1.76,17.78,74.92,89.78,18.61,1.84,6.35,164.02,68.19,74.53,104.28,15.89,5.13,116.42,1.88,43.52,194.24,1.84,89.14,90.09,27.19,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Arsenic,Freshwaster,Health,Water Pollution_Arsenic_Freshwaster_Health,$/kg,"2,018.01","2,179.00",539.12,270.84,"4,248.79",645.29,"1,773.95",569.18,"3,397.79","1,773.95",156.54,"2,546.98","4,665.25","1,773.95","4,594.45","36,282.15","1,773.95","1,190.75","13,961.67",362.22,"5,144.83",382.53,363.15,391.16,"1,398.71",338.01,664.77,"1,773.95","5,965.14","1,088.48","2,194.62","14,652.75","2,969.04","3,251.60","1,524.64",207.95,"1,773.95",362.92,"1,344.74","4,248.79",544.00,"14,673.24",714.84,"2,969.04","1,457.64",828.90,"1,628.26","2,009.59",950.70,"3,489.94","1,773.95","1,962.51","3,334.02","4,317.61","1,974.45","1,773.95","4,496.20",931.76,"10,393.88","6,442.38","2,225.31",802.01,"1,084.26","2,969.04","2,907.42","1,962.51",270.84,"1,148.24","3,418.88",270.84,511.22,"2,969.04","1,079.95","7,276.28","5,460.63","4,248.79","2,425.46",62.90,"1,773.95","5,965.14","1,964.12","1,033.88",894.18,193.59,"9,804.84","1,424.95","5,965.14","3,034.33",191.03,"14,642.15","3,161.18","3,134.60","4,911.22","1,407.09","4,248.79","27,262.20","4,776.30","1,773.95","11,594.63","5,284.98",468.26,"4,989.67","5,965.14","6,168.26","8,611.31","1,962.51","4,594.45","1,306.55","1,432.70",671.83,"4,594.45","1,562.67",789.84,111.24,"4,248.79","1,006.16","4,248.79","5,965.14","1,475.97","6,089.82","1,948.92","11,547.28","2,270.76","4,594.45","5,965.14",221.25,"2,969.04","2,102.66","5,965.14","2,527.45","4,248.79",119.73,"1,962.51","2,409.09","1,124.30","1,934.55",122.62,"5,965.14","4,557.26","11,338.42",270.84,273.87,740.34,797.92,"6,340.54","2,488.44","5,965.14","1,033.60",456.18,"15,049.06","5,965.14",458.40,486.27,834.09,721.30,"11,197.34","3,219.97","1,837.82","1,773.95","4,594.45","1,483.83",416.69,"12,050.65",270.84,"4,248.79","2,969.04",388.59,"7,779.58","1,961.91","2,969.04","2,819.36","5,965.14","1,773.95","1,579.11","1,525.39",382.12,"1,115.73","1,134.55","2,969.04","2,339.50","7,919.19","1,773.95","1,773.95","1,773.95","1,773.95",917.86,192.29,825.23,"5,273.14","5,163.24","5,965.14","1,974.13","4,240.06","7,510.00","5,965.14","4,426.62",270.84,"1,773.95","3,157.91","3,742.47",623.34,"1,773.95",270.84,"10,726.80","2,413.12","1,792.14","6,288.77",876.74,355.52,"3,675.46",270.84,"1,773.95","11,422.19","1,773.95","4,594.45","1,937.85","1,742.15","1,684.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Arsenic,Seawater,Health,Water Pollution_Arsenic_Seawater_Health,$/kg,169.19,172.79,195.83,173.24,242.50,199.48,185.66,189.36,175.73,185.66,175.35,372.48,170.64,185.66,200.20,276.93,185.66,180.56,393.37,171.61,260.14,187.99,167.88,206.60,184.20,330.45,192.17,185.66,256.18,178.83,244.89,226.50,228.47,183.11,257.19,179.30,185.66,171.63,188.98,242.50,183.66,422.09,180.23,228.47,366.35,303.41,174.01,273.05,172.25,177.09,185.66,207.08,390.22,190.00,172.93,185.66,196.78,182.01,210.14,179.26,220.21,170.43,175.06,228.47,167.07,207.08,173.24,197.19,239.02,173.24,193.94,228.47,175.03,234.45,365.95,242.50,183.28,172.62,185.66,256.18,176.19,314.16,174.09,192.83,173.47,179.88,256.18,212.04,171.89,206.26,183.67,180.58,184.39,179.42,242.50,282.95,197.11,185.66,229.99,257.43,171.94,177.43,256.18,203.37,518.93,207.08,200.20,195.26,219.36,178.60,200.20,169.79,176.94,174.97,242.50,253.61,242.50,256.18,176.60,179.56,340.98,203.89,169.13,200.20,256.18,189.28,228.47,191.71,256.18,187.55,242.50,171.56,207.08,198.36,174.00,246.52,175.14,256.18,169.32,266.95,173.24,172.77,172.67,207.16,310.90,340.10,256.18,183.91,173.25,196.54,256.18,176.20,175.52,190.45,242.50,189.59,300.06,236.81,185.66,200.20,182.24,187.79,182.23,173.24,242.50,228.47,186.47,353.88,183.92,228.47,211.36,256.18,185.66,346.43,213.69,171.61,172.15,203.31,228.47,237.80,241.13,185.66,185.66,185.66,185.66,171.12,177.81,187.05,399.92,182.04,256.18,182.41,183.77,272.21,256.18,512.26,173.24,185.66,188.08,181.61,170.31,185.66,173.24,168.49,189.65,218.55,192.61,212.04,178.01,169.45,173.24,185.66,229.70,185.66,200.20,196.97,180.27,266.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Arsenic,Unspecified,Health,Water Pollution_Arsenic_Unspecified_Health,$/kg,"2,018.01","1,902.61",476.88,173.24,"4,248.79",513.32,185.66,531.84,"3,397.79",185.66,163.37,"2,546.98","3,633.76",187.94,200.20,"34,224.09",185.66,"1,190.75","13,617.93",317.96,"4,569.37",187.99,363.15,391.16,"1,392.57",338.01,597.34,185.66,991.85,"1,033.24","2,194.62","14,652.75",791.40,"3,181.89","1,403.22",204.85,185.66,362.92,"1,344.74","3,701.06",505.91,"13,930.89",684.46,228.47,"1,454.93",784.27,"1,483.48","1,905.93",787.40,"2,341.34","1,301.25","1,079.45","3,334.02","2,033.90",991.83,185.66,"2,749.30",796.37,"9,604.85","5,844.67","1,654.15",771.23,760.40,"2,969.04","2,900.92",210.07,206.41,962.87,"3,127.22",178.32,445.30,"1,836.15","1,036.97","7,059.72","4,581.60",242.50,"1,330.81",169.95,185.66,256.18,"1,927.12",922.22,593.67,193.12,"4,055.41","1,325.21",256.18,"3,034.33",183.14,"14,046.64","2,455.51","3,046.91","4,898.23",901.17,467.32,"17,345.49","3,856.97","1,006.40","8,140.29","5,261.92",463.66,"4,794.08",256.18,"5,290.53","7,244.30","1,818.64","2,320.61","1,306.55","1,432.70",599.56,"1,845.53","1,562.67",576.20,120.37,"4,248.79",966.90,"4,248.79",256.18,"1,321.81","6,089.82","1,473.33",203.89,"2,270.76",200.20,256.18,211.49,"1,046.78","1,967.99",256.18,"2,527.45",242.50,119.73,"1,679.57","1,783.33",999.62,"1,843.48",125.33,256.18,"4,540.03","10,374.65",197.37,207.34,705.47,797.92,"6,203.92","2,488.44",256.18,671.64,382.85,"14,495.95",256.18,307.05,426.88,834.09,604.13,"5,894.59","3,122.39","1,235.28",815.33,"2,292.41","1,469.36",408.77,"12,050.65",179.41,"4,248.79",469.40,364.06,"6,016.36","1,961.91",228.47,"2,244.10",256.18,"1,301.25","1,579.11","1,483.00",187.89,953.50,"1,021.27","2,969.04","1,703.64","5,473.75",185.66,185.66,"1,301.25",185.66,904.68,186.61,654.86,"5,273.14","4,959.34","4,179.50","1,974.13","3,727.66","6,783.37","2,929.98","3,791.24",173.24,689.63,"2,289.09","2,966.60",620.02,185.66,270.84,"10,699.99","2,292.46","1,529.71","5,013.79",788.77,277.48,"3,675.46",175.68,"1,502.95","10,189.07",185.66,"3,312.29","1,825.35","1,742.15","1,684.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Barium,Freshwaster,Health,Water Pollution_Barium_Freshwaster_Health,$/kg,64.04,36.17,57.79,14.25,41.27,20.45,27.64,19.34,53.58,27.64,13.34,28.05,80.71,27.64,130.49,142.72,27.64,32.84,110.18,14.78,45.11,14.90,15.27,15.30,30.38,14.82,16.37,27.64,45.68,26.23,43.89,107.83,35.93,26.48,22.94,13.45,27.64,14.94,24.50,41.27,17.25,88.09,16.56,35.93,20.34,16.50,22.49,29.81,21.92,38.38,27.64,37.66,42.43,44.88,63.77,27.64,57.77,20.10,456.68,69.60,21.90,34.31,19.24,35.93,47.71,37.66,14.25,17.14,37.42,14.25,14.23,35.93,27.45,68.83,45.74,41.27,31.35,12.89,27.64,45.68,27.21,22.23,19.35,13.13,105.27,25.27,45.68,39.97,13.26,112.99,27.23,69.47,116.72,22.33,41.27,252.31,51.35,27.64,55.55,276.68,18.77,50.12,45.68,74.40,89.78,37.66,130.49,34.58,18.10,18.83,130.49,39.33,17.21,23.74,41.27,22.16,41.27,45.68,22.53,41.00,23.15,102.88,31.96,130.49,45.68,23.16,35.93,33.49,45.68,48.55,41.27,13.90,37.66,81.54,23.38,23.91,14.95,45.68,50.94,78.15,14.25,14.41,18.05,45.96,69.15,42.46,45.68,15.54,33.10,260.24,45.68,15.61,14.91,16.57,17.37,71.11,44.01,32.50,27.64,130.49,28.80,15.25,129.47,14.25,41.27,35.93,43.29,53.25,36.35,35.93,28.49,45.68,27.64,32.59,25.94,15.02,36.35,37.78,35.93,34.44,73.98,27.64,27.64,27.64,27.64,23.33,13.29,17.27,37.33,122.35,45.68,49.13,30.80,43.93,45.68,49.31,14.25,27.64,71.70,60.91,29.98,27.64,14.25,53.29,43.56,176.16,51.69,18.34,14.78,98.00,14.25,27.64,69.04,27.64,130.49,112.07,20.66,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Barium,Seawater,Health,Water Pollution_Barium_Seawater_Health,$/kg,12.94,13.01,12.97,13.06,13.06,12.99,12.99,12.99,13.01,12.99,13.09,13.18,12.99,12.99,12.99,12.84,12.99,13.00,13.20,13.01,13.07,13.00,12.99,13.01,13.01,13.14,12.75,12.99,13.01,13.01,13.03,13.03,13.02,12.99,13.05,13.03,12.99,12.98,12.99,13.06,13.03,12.14,12.95,13.02,13.03,13.12,13.01,13.07,13.01,13.01,12.99,13.03,13.19,13.02,13.01,12.99,13.02,13.00,12.90,13.01,13.05,13.00,13.01,13.02,12.80,13.03,13.06,13.03,13.03,13.06,13.03,13.02,13.01,12.98,13.16,13.06,13.02,13.18,12.99,13.01,12.99,13.12,13.01,13.03,13.00,13.00,13.01,13.03,13.03,10.91,12.94,12.89,12.95,13.01,13.06,13.10,13.01,12.99,13.30,13.07,12.98,12.93,13.01,13.02,13.41,13.03,12.99,13.02,13.02,13.01,12.99,13.00,13.01,13.01,13.06,13.08,13.06,13.01,12.99,12.98,13.19,12.62,12.96,12.99,13.01,13.02,13.02,12.90,13.01,13.02,13.06,12.99,13.03,12.99,12.97,13.02,13.01,13.01,12.95,13.08,13.06,13.06,13.00,12.99,12.82,13.16,13.01,13.03,13.01,12.66,13.01,13.02,13.02,13.01,13.06,13.11,13.08,13.08,12.99,12.99,12.99,13.07,12.99,13.06,13.06,13.02,12.98,13.17,13.01,13.02,13.03,13.01,12.99,13.16,13.04,13.03,12.99,12.97,13.02,13.08,13.06,12.99,12.99,12.99,12.99,12.93,13.01,13.03,13.20,12.98,13.01,13.00,12.92,13.07,13.01,13.31,13.06,12.99,13.01,12.93,13.00,12.99,13.06,12.92,12.99,13.05,13.02,12.78,13.01,12.95,13.06,12.99,12.96,12.99,12.99,12.99,12.97,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Pollution,Barium,Unspecified,Health,Water Pollution_Barium_Unspecified_Health,$/kg,64.04,32.98,49.66,13.06,41.27,18.24,12.99,18.72,53.58,12.99,13.25,28.05,65.17,13.01,12.99,135.30,12.99,32.84,107.72,14.37,41.33,13.00,15.27,15.30,30.30,14.82,15.85,12.99,17.22,25.42,43.89,107.83,17.72,26.18,21.99,13.41,12.99,14.94,24.50,37.13,16.80,84.14,16.36,13.02,20.32,16.22,21.55,28.81,20.05,29.58,23.17,25.27,42.43,27.25,36.08,12.99,39.59,18.82,422.29,64.20,19.38,33.27,17.02,35.93,47.63,13.07,13.47,16.34,35.18,13.12,13.98,26.46,26.77,67.11,40.11,13.06,22.40,13.17,12.99,13.01,26.91,20.81,16.71,13.07,50.19,24.29,13.01,39.97,13.16,108.78,23.84,67.79,116.44,18.49,14.64,164.39,43.65,20.56,42.71,275.47,18.68,48.61,13.01,65.36,76.88,35.98,69.69,34.58,18.10,17.98,56.99,39.33,15.75,22.21,41.27,21.68,41.27,13.01,21.39,41.00,20.21,12.62,31.96,12.99,13.01,20.06,19.86,32.04,13.01,48.55,13.06,13.90,33.69,62.14,22.01,23.32,14.85,13.01,50.80,72.49,13.36,13.52,17.74,45.96,67.87,42.46,13.01,14.47,27.89,251.02,13.01,14.22,14.55,16.57,16.31,43.17,42.97,25.19,18.80,68.94,28.63,15.17,129.47,13.14,41.27,15.03,39.61,43.73,36.35,13.02,25.08,13.01,23.17,32.59,25.52,13.18,32.33,34.76,35.93,27.97,54.58,12.99,12.99,23.17,12.99,23.15,13.18,16.13,37.33,117.87,35.47,49.13,28.54,40.83,28.31,43.47,13.06,17.64,54.53,50.45,29.86,12.99,14.25,53.19,41.90,148.96,43.60,17.60,14.00,98.00,13.09,25.14,62.86,12.99,96.21,105.67,20.66,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
